;Run;AssemblyName;bases;size_MB;LibraryLayout;BioSample;ScientificName;LibraryStrategy;LibrarySelection;LibrarySource;Sex;Analyte_Type;Histological_Type;Body_Site;Tissue;Dev
2221;SRR12031965;;8806703308;2671;PAIRED;SAMN15241853;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2222;SRR12031966;;7701825646;2375;PAIRED;SAMN15241853;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2223;SRR12031967;;6172061994;1909;PAIRED;SAMN15241853;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2224;SRR12031968;;6835734404;2091;PAIRED;SAMN15241853;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2225;SRR12031969;;14565451114;4412;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2226;SRR12031970;;8692666868;2615;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2227;SRR12031955;;6650214588;2082;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2228;SRR12031956;;11067997052;3325;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2229;SRR12031957;;9412819028;2874;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2230;SRR12031958;;11848839090;3579;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2231;SRR12031959;;11049988418;3342;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2232;SRR12031960;;10377488938;3127;PAIRED;SAMN15241852;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;total body;NA
2233;SRR11940309;;20632054791;6675;PAIRED;SAMN15086233;Apis_mellifera;RNA-Seq;PCR;TRANSCRIPTOMIC;male;;;;tissue sample;L5F1
2234;ERR3632874;;1446565800;516;PAIRED;SAMEA6141203;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;NA;NA
2235;ERR3632875;;1110637200;374;PAIRED;SAMEA6141204;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;NA;NA
2236;ERR3632876;;1632178350;559;PAIRED;SAMEA6141205;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;NA;NA
2237;ERR3632877;;1398542400;472;PAIRED;SAMEA6141206;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;NA;NA
2238;ERR3632878;;1069371600;372;PAIRED;SAMEA6141207;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;NA;NA
2239;ERR3632879;;1348550400;462;PAIRED;SAMEA6141208;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;NA;NA
2240;ERR3632880;;1482182550;505;PAIRED;SAMEA6141209;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2241;ERR3632881;;1224479550;418;PAIRED;SAMEA6141210;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2242;ERR3632882;;1238743500;427;PAIRED;SAMEA6141211;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2243;ERR3632883;;1751160000;598;PAIRED;SAMEA6141212;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2244;ERR3632884;;1614297600;560;PAIRED;SAMEA6141213;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2245;ERR3632885;;1370716350;457;PAIRED;SAMEA6141214;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2246;ERR3632886;;1208882250;422;PAIRED;SAMEA6141215;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2247;ERR3632887;;1140852300;379;PAIRED;SAMEA6141216;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;NA;NA
2262;SRR11940310;;21477686494;6795;PAIRED;SAMN15086232;Apis_mellifera;RNA-Seq;PCR;TRANSCRIPTOMIC;female;;;;tissue sample;L5F1
2266;SRR11940311;;21859093979;6870;PAIRED;SAMN15086231;Apis_mellifera;RNA-Seq;PCR;TRANSCRIPTOMIC;female;;;;tissue sample;L5F1
2267;SRR11671127;;8354374600;5701;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2268;SRR11671128;;8047586752;5503;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2269;SRR11671129;;9982966310;6845;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2270;SRR11671130;;8945260436;6144;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2271;SRR11671131;;7524679800;5165;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2272;SRR11671132;;8627877114;5907;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2273;SRR11671133;;7260152854;4960;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2274;SRR11671134;;9530411404;6523;PAIRED;SAMN14820476;Apis_mellifera;RNA-Seq;RANDOM;TRANSCRIPTOMIC;female;;;;whole body;adult
2278;SRR11349374;;10148950285;4613;PAIRED;SAMN14403342;Apis_mellifera;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;;;;;venom gland;NA
2974;SRR10393072;;7645626000;4739;PAIRED;SAMN13192295;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2975;SRR10393071;;7800697200;4809;PAIRED;SAMN13192296;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2976;SRR10393070;;9308397600;5762;PAIRED;SAMN13192297;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2977;SRR10393069;;8858262900;5476;PAIRED;SAMN13192298;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2978;SRR10393096;;9498181500;5854;PAIRED;SAMN13192299;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2979;SRR10393095;;9303340500;5703;PAIRED;SAMN13192300;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2980;SRR10393094;;10086038700;6201;PAIRED;SAMN13192301;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2981;SRR10393093;;8330609400;5129;PAIRED;SAMN13192302;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2982;SRR10393092;;9511814700;5840;PAIRED;SAMN13192303;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2983;SRR10393091;;8462325600;5282;PAIRED;SAMN13192304;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2984;SRR10393090;;7546209300;4672;PAIRED;SAMN13192305;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2985;SRR10393089;;8366074800;5233;PAIRED;SAMN13192306;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2986;SRR10393088;;7694543100;4851;PAIRED;SAMN13192307;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2987;SRR10393087;;8270672100;5236;PAIRED;SAMN13192308;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2988;SRR10393085;;7702029600;4816;PAIRED;SAMN13192309;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2989;SRR10393084;;8330385000;5241;PAIRED;SAMN13192310;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2990;SRR10393083;;8712792000;5483;PAIRED;SAMN13192311;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2991;SRR10393082;;7263753000;4584;PAIRED;SAMN13192312;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2992;SRR10393086;;8730736500;5305;PAIRED;SAMN13192291;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2993;SRR10393075;;9178969500;5504;PAIRED;SAMN13192292;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2994;SRR10393074;;8359368300;5089;PAIRED;SAMN13192293;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
2995;SRR10393073;;8256327600;4989;PAIRED;SAMN13192294;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3063;SRR10391996;;8618822400;5253;PAIRED;SAMN13191198;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3064;SRR10391995;;8536713300;5204;PAIRED;SAMN13191199;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3065;SRR10391994;;8281734600;5027;PAIRED;SAMN13191200;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3066;SRR10391993;;8600031300;5233;PAIRED;SAMN13191201;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3067;SRR10392014;;8851486500;5383;PAIRED;SAMN13191202;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3068;SRR10392013;;9015350400;5435;PAIRED;SAMN13191203;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3069;SRR10392012;;8848242300;5408;PAIRED;SAMN13191204;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3070;SRR10392011;;8710634100;5313;PAIRED;SAMN13191205;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3071;SRR10392010;;8162331300;4966;PAIRED;SAMN13191206;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3072;SRR10392009;;8627579700;5292;PAIRED;SAMN13191207;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3073;SRR10392008;;7926764400;4867;PAIRED;SAMN13191208;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3074;SRR10392007;;7742286300;4752;PAIRED;SAMN13191209;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3075;SRR10392006;;7728096000;4709;PAIRED;SAMN13191210;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3076;SRR10392005;;7782971100;4739;PAIRED;SAMN13191211;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3077;SRR10392003;;8341769700;5082;PAIRED;SAMN13191212;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3078;SRR10392002;;8130048000;4983;PAIRED;SAMN13191213;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3079;SRR10392001;;8666196300;5275;PAIRED;SAMN13191214;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3080;SRR10392000;;8101764900;4944;PAIRED;SAMN13191215;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3081;SRR10392016;;8702353800;5218;PAIRED;SAMN13191192;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3082;SRR10392015;;9432708000;5625;PAIRED;SAMN13191193;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3083;SRR10392004;;8218056000;4974;PAIRED;SAMN13191194;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3084;SRR10391999;;8189009400;4992;PAIRED;SAMN13191195;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3085;SRR10391998;;7513597800;4615;PAIRED;SAMN13191196;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3086;SRR10391997;;8060757000;4898;PAIRED;SAMN13191197;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3087;SRR10393098;;8438565000;5067;PAIRED;SAMN13192289;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3088;SRR10393097;;8030555700;4821;PAIRED;SAMN13192290;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;;;;;Hindgut;NA
3713;SRR10343221;;5051579066;1985;SINGLE;SAMN13110939;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3714;SRR10343222;;5051579066;2322;SINGLE;SAMN13110939;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3715;SRR10343223;;5469748047;2152;SINGLE;SAMN13110938;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3716;SRR10343224;;5469748047;2514;SINGLE;SAMN13110938;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3717;SRR10343225;;5191197592;2053;SINGLE;SAMN13110937;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3718;SRR10343226;;5191197592;2388;SINGLE;SAMN13110937;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3719;SRR10343227;;4854769894;1925;SINGLE;SAMN13110936;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3720;SRR10343228;;4854769894;2219;SINGLE;SAMN13110936;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3721;SRR10343229;;5024961541;1988;SINGLE;SAMN13110935;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3722;SRR10343230;;5024961541;2316;SINGLE;SAMN13110935;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3723;SRR10343231;;5080986769;2006;SINGLE;SAMN13110934;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
3724;SRR10343232;;5080986769;2335;SINGLE;SAMN13110934;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;midgut;NA
4623;SRR10231776;;1252119000;457;PAIRED;SAMN12913107;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4624;SRR10231777;;653793675;278;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4625;SRR10231770;;649417800;273;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4626;SRR10231771;;653468175;280;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4627;SRR10231772;;637658475;266;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4628;SRR10231773;;658975200;276;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4629;SRR10231774;;678341550;290;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4630;SRR10231775;;676277625;294;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4684;SRR10231799;;835241175;349;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4685;SRR10231800;;852832275;356;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4686;SRR10231801;;729030375;303;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4687;SRR10231802;;724633275;307;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4688;SRR10231803;;714579300;295;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4689;SRR10231804;;731707275;303;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4690;SRR10231805;;703176000;294;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4691;SRR10231806;;701157675;298;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4692;SRR10231807;;686916300;286;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4693;SRR10231808;;711343650;296;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4694;SRR10231796;;850986300;357;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4695;SRR10231797;;846789825;362;SINGLE;SAMN12913108;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4696;SRR10231836;;1558799550;576;PAIRED;SAMN12913109;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4697;SRR10231837;;1619925900;601;PAIRED;SAMN12913109;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4698;SRR10231783;;606350475;256;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4699;SRR10231784;;604902150;260;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4700;SRR10231785;;589096725;247;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4701;SRR10231786;;606068850;254;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4702;SRR10231788;;717954150;302;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4703;SRR10231789;;713908350;306;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4704;SRR10231790;;698525625;292;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4705;SRR10231791;;718235175;301;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4706;SRR10231792;;681197550;292;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4707;SRR10231793;;678589125;295;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4708;SRR10231794;;662756625;283;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4709;SRR10231795;;683846925;292;SINGLE;SAMN12913109;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4710;SRR10231787;;1319007600;483;PAIRED;SAMN12913107;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4711;SRR10231798;;1158668700;430;PAIRED;SAMN12913107;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4712;SRR10231831;;1188328500;438;PAIRED;SAMN12913107;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4713;SRR10231809;;1204869000;449;PAIRED;SAMN12913107;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4714;SRR10231810;;576522525;245;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4715;SRR10231811;;571698975;246;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4716;SRR10231812;;562371000;238;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4717;SRR10231813;;577341450;244;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4718;SRR10231814;;706274325;298;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4719;SRR10231815;;703547625;302;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4720;SRR10231816;;688354650;289;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4721;SRR10231817;;707017650;297;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4722;SRR10231818;;690162300;290;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4723;SRR10231819;;686129025;294;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4724;SRR10231820;;1129586400;416;PAIRED;SAMN12913107;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4725;SRR10231821;;673642350;282;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4726;SRR10231822;;688691850;288;SINGLE;SAMN12913107;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4727;SRR10231823;;1378581600;509;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4728;SRR10231824;;1421443650;527;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4729;SRR10231825;;1348397100;494;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4730;SRR10231826;;1406019450;516;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4731;SRR10231827;;1411302600;523;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4732;SRR10231828;;1459158900;543;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4733;SRR10231829;;1380171450;508;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4734;SRR10231830;;1443062250;531;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4735;SRR10231832;;1201888500;447;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4736;SRR10231833;;1240324650;463;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4737;SRR10231834;;1176404850;434;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4738;SRR10231835;;1225534350;453;PAIRED;SAMN12913110;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4739;SRR10231778;;674237325;286;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4740;SRR10231779;;674750475;288;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4741;SRR10231780;;672928800;292;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4742;SRR10231781;;652374900;277;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4743;SRR10231782;;666947700;283;SINGLE;SAMN12913110;Apis_mellifera;ncRNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4745;SRR10231849;;997514400;367;PAIRED;SAMN12913108;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4746;SRR10231850;;1023148650;378;PAIRED;SAMN12913108;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4747;SRR10231851;;975207300;356;PAIRED;SAMN12913108;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4748;SRR10231852;;1011374850;370;PAIRED;SAMN12913108;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
4749;SRR10231854;;1290331800;474;PAIRED;SAMN12913108;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;Brain;missing
