Table representing for each cluster of homologous EVEs the transposable elements of the RepeatModeler RepeatPeps database overlapping with EVEs. The overlap percentage represents the fractional size of the transposable element that overlaps with the EVEs. Only TEs overlapping at least 20% inside the EVEs and at least 50% to the right or left of the EVE were kept. 										
Clustername	Query	Qstart	Qend	Qevalue	Overlapping_TE	TE_start	TE_end	TE_evalue	Overlap_percentage	TE_orientation
Cluster4185	UELU01004566.1:4026-4767(+):Megastigmus_dorsalis	4026	4767	3.041e-37	Gypsy-19_PBa_env#LTR/Gypsy	4036	4746	2.3089999999999998e-60	95.81646423751687	inside
Cluster4185	UELU01004566.1:3293-3995(+):Megastigmus_dorsalis	3293	3995	1.3309999999999999e-24	Gypsy-9_PBa_env#LTR/Gypsy	3321	3995	5.861e-37	96.01139601139602	inside
Cluster4185	UELU01004566.1:3293-3995(+):Megastigmus_dorsalis	3293	3995	1.3309999999999999e-24	Gypsy-9_PBa_env#LTR/Gypsy	3321	3995	5.861e-37	96.01139601139602	right
Cluster4185	UELU01022686.1:194-875(+):Megastigmus_dorsalis	194	875	3.82e-37	Gypsy-6_AEc_env#LTR/Gypsy	210	869	1.121e-61	96.76945668135095	inside
Cluster4185	UELU01117863.1:0-780(-):Megastigmus_dorsalis	0	780	6.467e-37	Gypsy-19_PBa_env#LTR/Gypsy	1	774	1.917e-55	99.1025641025641	inside
Cluster4185	UELU01133282.1:25-1788(+):Megastigmus_dorsalis	25	1788	7.461e-37	Gypsy-9_PBa_env#LTR/Gypsy	68	937	1.215e-64	49.29098128190584	inside
Cluster4185	UELU01133282.1:25-1788(+):Megastigmus_dorsalis	25	1788	7.461e-37	Gypsy-19_PBa_env#LTR/Gypsy	946	1788	6.317e-87	47.75950085082246	inside
Cluster4185	UELU01084107.1:235-919(+):Megastigmus_dorsalis	235	919	1.012e-36	Gypsy-24_NVi_env#LTR/Gypsy	266	916	1.88e-90	95.02923976608187	inside
Cluster4185	UELU01111955.1:0-693(-):Megastigmus_dorsalis	0	693	1.5400000000000002e-36	Gypsy-26_NVi_pol#LTR/Gypsy	7	159	2.194e-17	21.933621933621932	inside
Cluster4185	UELU01025057.1:1-1726(-):Megastigmus_dorsalis	1	1726	2.7750000000000002e-36	Gypsy-6_AEc_env#LTR/Gypsy	764	1621	1.3399999999999999e-90	49.68115942028986	inside
Cluster4185	UELU01126670.1:2535-3390(+):Megastigmus_dorsalis	2535	3390	3.6840000000000004e-36	Gypsy-9_PBa_env#LTR/Gypsy	2578	3387	1.548e-55	94.61988304093568	inside
Cluster4185	UELU01010858.1:212-965(+):Megastigmus_dorsalis	212	965	4.221e-36	Gypsy-19_PBa_env#LTR/Gypsy	213	959	2.7939999999999995e-53	99.07038512616202	inside
Cluster4185	UELU01106457.1:6-639(+):Megastigmus_dorsalis	6	639	6.635e-36	Gypsy-6_AEc_env#LTR/Gypsy	1	579	1.247e-55	90.52132701421802	left
Cluster4185	UELU01105424.1:124-964(+):Megastigmus_dorsalis	124	964	1.088e-35	Gypsy-19_PBa_env#LTR/Gypsy	197	967	4.6750000000000006e-55	91.30952380952381	right
Cluster4185	UELU01015491.1:337-985(+):Megastigmus_dorsalis	337	985	1.4930000000000002e-35	Gypsy5-NVi_env#LTR/Gypsy	344	979	8.884e-58	97.99382716049382	inside
Cluster4185	UELU01088281.1:5455-6157(+):Megastigmus_dorsalis	5455	6157	2.083e-35	Gypsy-6_AEc_env#LTR/Gypsy	5471	6142	9.697e-58	95.58404558404558	inside
Cluster4185	UELU01021523.1:11-761(+):Megastigmus_dorsalis	11	761	4.928e-35	Gypsy-19_PBa_env#LTR/Gypsy	6	752	1.522e-55	98.8	left
Cluster4185	UELU01123788.1:688-1426(+):Megastigmus_dorsalis	688	1426	8.028e-35	Gypsy-19_PBa_env#LTR/Gypsy	761	1420	2.571e-50	89.29539295392954	inside
Cluster4185	UELU01113100.1:66-885(+):Megastigmus_dorsalis	66	885	6.696e-34	Gypsy-9_PBa_env#LTR/Gypsy	109	882	1.603e-51	94.38339438339437	inside
Cluster4185	UELU01132784.1:101-941(-):Megastigmus_dorsalis	101	941	8.312e-34	Gypsy-19_PBa_env#LTR/Gypsy	431	1177	5.034999999999999e-53	60.71428571428571	right
Cluster4185	UELU01112532.1:205-850(+):Megastigmus_dorsalis	205	850	8.406e-34	Gypsy-24_NVi_env#LTR/Gypsy	236	841	2.582e-83	93.7984496124031	inside
Cluster4185	UELU01014664.1:118-844(+):Megastigmus_dorsalis	118	844	1.58e-33	Gypsy-19_PBa_env#LTR/Gypsy	191	844	9.46e-49	89.94490358126723	inside
Cluster4185	UELU01014664.1:118-844(+):Megastigmus_dorsalis	118	844	1.58e-33	Gypsy-19_PBa_env#LTR/Gypsy	191	844	9.46e-49	89.94490358126723	right
Cluster4185	UELU01032001.1:2-653(-):Megastigmus_dorsalis	2	653	1.688e-33	Gypsy5-NVi_env#LTR/Gypsy	7	642	6.592e-50	97.54224270353302	inside
Cluster4185	UELU01080156.1:1275-2204(+):Megastigmus_dorsalis	1275	2204	2.645e-33	Gypsy5-NVi_env#LTR/Gypsy	1276	1821	6.932e-53	58.66523143164694	inside
Cluster4185	UELU01112935.1:336-960(+):Megastigmus_dorsalis	336	960	3.1139999999999995e-33	Gypsy5-NVi_env#LTR/Gypsy	337	954	6.215e-68	98.87820512820514	inside
Cluster4185	UELU01077180.1:1-920(+):Megastigmus_dorsalis	1	920	4.499e-33	Gypsy-17_PBa_env#LTR/Gypsy	2	610	1.935e-52	66.1588683351469	inside
Cluster4185	UELU01013362.1:1-574(-):Megastigmus_dorsalis	1	574	5.7829999999999996e-33	Gypsy-6_AEc_env#LTR/Gypsy	125	640	1.618e-52	78.35951134380453	right
Cluster4185	UELU01110118.1:605-1238(-):Megastigmus_dorsalis	605	1238	1.214e-32	Gypsy-24_PBa_pol#LTR/Gypsy	710	1381	7.917000000000001e-65	83.41232227488152	right
Cluster4185	UELU01102677.1:406-925(-):Megastigmus_dorsalis	406	925	4.858e-32	Gypsy-6_AEc_env#LTR/Gypsy	629	1105	2.132e-50	57.03275529865125	right
Cluster4185	UELU01023320.1:1-643(-):Megastigmus_dorsalis	1	643	6.455000000000001e-32	Gypsy-19_PBa_env#LTR/Gypsy	0	638	8.873e-51	99.22118380062305	left
Cluster4185	UELU01107488.1:325-1123(+):Megastigmus_dorsalis	325	1123	4.907e-31	Gypsy5-NVi_env#LTR/Gypsy	326	1123	4.933e-53	99.87468671679198	inside
Cluster4185	UELU01107488.1:325-1123(+):Megastigmus_dorsalis	325	1123	4.907e-31	Gypsy5-NVi_env#LTR/Gypsy	326	1123	4.933e-53	99.87468671679198	right
Cluster4185	UELU01076543.1:1-646(-):Megastigmus_dorsalis	1	646	5.9570000000000005e-31	Gypsy-26_NVi_pol#LTR/Gypsy	2	202	1.856e-26	31.007751937984494	inside
Cluster4185	UELU01005405.1:395-1142(+):Megastigmus_dorsalis	395	1142	7.315000000000001e-31	Gypsy-19_PBa_env#LTR/Gypsy	468	1142	1.079e-44	90.22757697456493	inside
Cluster4185	UELU01005405.1:395-1142(+):Megastigmus_dorsalis	395	1142	7.315000000000001e-31	Gypsy-19_PBa_env#LTR/Gypsy	468	1142	1.079e-44	90.22757697456493	right
Cluster4185	UELU01020857.1:537-1167(-):Megastigmus_dorsalis	537	1167	1.2750000000000001e-30	Gypsy5-NVi_env#LTR/Gypsy	714	989	2.623e-19	43.65079365079365	inside
Cluster4185	UELU01028439.1:3-867(+):Megastigmus_dorsalis	3	867	1.738e-30	Gypsy-6_AEc_env#LTR/Gypsy	1	867	2.343e-61	100	full
Cluster4185	UELU01028439.1:3-867(+):Megastigmus_dorsalis	3	867	1.738e-30	Gypsy-6_AEc_env#LTR/Gypsy	1	867	2.343e-61	100.0	left
Cluster4185	UELU01133291.1:4198-4843(+):Megastigmus_dorsalis	4198	4843	2.0770000000000002e-30	Gypsy-24_NVi_env#LTR/Gypsy	4229	4843	2.582e-83	95.1937984496124	inside
Cluster4185	UELU01133291.1:4198-4843(+):Megastigmus_dorsalis	4198	4843	2.0770000000000002e-30	Gypsy-24_NVi_env#LTR/Gypsy	4229	4843	2.582e-83	95.1937984496124	right
Cluster4185	UELU01136426.1:2901-4418(-):Megastigmus_dorsalis	2901	4418	2.542e-30	Gypsy-26_NVi_pol#LTR/Gypsy	3088	3444	5.96e-48	23.467369808833226	inside
Cluster4185	UELU01143444.1:0-513(+):Megastigmus_dorsalis	0	513	2.672e-30	Gypsy-24_NVi_env#LTR/Gypsy	1	513	1.259e-76	99.80506822612085	inside
Cluster4185	UELU01143444.1:0-513(+):Megastigmus_dorsalis	0	513	2.672e-30	Gypsy-24_NVi_env#LTR/Gypsy	1	513	1.259e-76	99.80506822612085	right
Cluster4185	UELU01121217.1:12-666(+):Megastigmus_dorsalis	12	666	5.8780000000000006e-30	Gypsy5-NVi_env#LTR/Gypsy	10	666	3.472e-54	100	full
Cluster4185	UELU01121217.1:12-666(+):Megastigmus_dorsalis	12	666	5.8780000000000006e-30	Gypsy5-NVi_env#LTR/Gypsy	10	666	3.472e-54	100.0	left
Cluster4185	UELU01044025.1:0-618(+):Megastigmus_dorsalis	0	618	9.861000000000001e-30	Gypsy5-NVi_env#LTR/Gypsy	7	618	1.075e-52	98.86731391585761	inside
Cluster4185	UELU01044025.1:0-618(+):Megastigmus_dorsalis	0	618	9.861000000000001e-30	Gypsy5-NVi_env#LTR/Gypsy	7	618	1.075e-52	98.86731391585761	right
Cluster4185	UELU01033344.1:4254-4872(+):Megastigmus_dorsalis	4254	4872	1.348e-29	Gypsy-19_PBa_env#LTR/Gypsy	4276	4872	3.4620000000000005e-42	96.44012944983818	inside
Cluster4185	UELU01033344.1:4254-4872(+):Megastigmus_dorsalis	4254	4872	1.348e-29	Gypsy-19_PBa_env#LTR/Gypsy	4276	4872	3.4620000000000005e-42	96.44012944983818	right
Cluster4185	UELU01138222.1:15710-17080(-):Megastigmus_dorsalis	15710	17080	1.366e-29	Gypsy-19_PBa_env#LTR/Gypsy	16039	16755	2.411e-52	52.26277372262774	inside
Cluster4185	UELU01138222.1:15710-17080(-):Megastigmus_dorsalis	15710	17080	1.366e-29	Gypsy-9_PBa_env#LTR/Gypsy	15724	16020	2.198e-17	21.605839416058394	inside
Cluster4185	UELU01116174.1:88-802(+):Megastigmus_dorsalis	88	802	1.565e-29	Gypsy-19_PBa_env#LTR/Gypsy	164	808	1.528e-42	89.35574229691878	right
Cluster4185	UELU01130463.1:2-554(+):Megastigmus_dorsalis	2	554	2.113e-29	Gypsy5-NVi_env#LTR/Gypsy	3	536	3.948e-49	96.55797101449275	inside
Cluster4185	UELU01147045.1:1845-3797(+):Megastigmus_dorsalis	1845	3797	3.741e-29	Gypsy-19_PBa_env#LTR/Gypsy	1918	2565	7.518999999999998e-47	33.14549180327869	inside
Cluster4185	UELU01147045.1:1845-3797(+):Megastigmus_dorsalis	1845	3797	3.741e-29	Gypsy-19_PBa_env#LTR/Gypsy	2589	3710	3.788e-106	57.42827868852459	inside
Cluster4185	UELU01000981.1:0-900(-):Megastigmus_dorsalis	0	900	3.8359999999999996e-29	Gypsy5-NVi_env#LTR/Gypsy	194	1072	1.01e-54	78.44444444444446	right
Cluster4185	UELU01109489.1:0-603(-):Megastigmus_dorsalis	0	603	7.363e-29	Gypsy5-NVi_env#LTR/Gypsy	21	593	2.57e-49	94.85903814262024	inside
Cluster4185	UELU01109362.1:843-1563(+):Megastigmus_dorsalis	843	1563	2.729e-28	Gypsy-9_PBa_env#LTR/Gypsy	844	1521	6.167e-43	94.02777777777777	inside
Cluster4185	UELU01102162.1:3546-4275(+):Megastigmus_dorsalis	3546	4275	4.088000000000001e-28	Gypsy-19_PBa_env#LTR/Gypsy	3601	4275	1.1049999999999999e-41	92.45541838134432	inside
Cluster4185	UELU01102162.1:3546-4275(+):Megastigmus_dorsalis	3546	4275	4.088000000000001e-28	Gypsy-19_PBa_env#LTR/Gypsy	3601	4275	1.1049999999999999e-41	92.45541838134432	right
Cluster4185	UELU01001603.1:633-1254(+):Megastigmus_dorsalis	633	1254	4.337e-28	Gypsy-24_NVi_env#LTR/Gypsy	664	1254	5.279e-76	95.00805152979066	inside
Cluster4185	UELU01001603.1:633-1254(+):Megastigmus_dorsalis	633	1254	4.337e-28	Gypsy-24_NVi_env#LTR/Gypsy	664	1254	5.279e-76	95.00805152979066	right
Cluster4185	UELU01131105.1:1-538(-):Megastigmus_dorsalis	1	538	5.5170000000000005e-28	Gypsy-18B_PBa_pol#LTR/Gypsy	0	1172	5.226e-128	100	full
Cluster4185	UELU01104597.1:1-553(-):Megastigmus_dorsalis	1	553	1.702e-27	Gypsy-26_NVi_pol#LTR/Gypsy	0	1208	8.425e-179	100	full
Cluster4185	UELU01105989.1:1006-1639(-):Megastigmus_dorsalis	1006	1639	1.7339999999999998e-27	Gypsy-9_PBa_env#LTR/Gypsy	908	1540	3.736e-38	84.36018957345972	left
Cluster4185	UELU01005577.1:680-1361(+):Megastigmus_dorsalis	680	1361	2.1600000000000003e-27	Gypsy-19_PBa_env#LTR/Gypsy	699	1367	1.2269999999999998e-44	97.20998531571219	right
Cluster4185	UELU01095650.1:155-788(-):Megastigmus_dorsalis	155	788	2.368e-27	Gypsy-6_AEc_env#LTR/Gypsy	198	776	1.346e-44	91.31121642969984	inside
Cluster4185	UELU01086129.1:564-1122(+):Megastigmus_dorsalis	564	1122	2.505e-27	Gypsy-24_NVi_env#LTR/Gypsy	577	1119	7.752e-70	97.1326164874552	inside
Cluster4185	UELU01087192.1:96-735(-):Megastigmus_dorsalis	96	735	2.534e-27	Gypsy-6_AEc_env#LTR/Gypsy	94	666	1.648e-43	89.2018779342723	left
Cluster4185	UELU01024095.1:87-711(+):Megastigmus_dorsalis	87	711	2.92e-27	Gypsy-6_AEc_env#LTR/Gypsy	103	675	1.346e-44	91.66666666666666	inside
Cluster4185	UELU01101054.1:1789-2494(+):Megastigmus_dorsalis	1789	2494	5.189e-27	Gypsy-19_PBa_env#LTR/Gypsy	1862	2497	5.5e-44	89.64539007092198	right
Cluster4185	UELU01089666.1:20-638(-):Megastigmus_dorsalis	20	638	3.307e-26	Gypsy-6_AEc_env#LTR/Gypsy	212	784	1.205e-43	68.93203883495146	right
Cluster4185	UELU01139871.1:700-1360(+):Megastigmus_dorsalis	700	1360	1.3370000000000001e-25	Gypsy-6_AEc_env#LTR/Gypsy	752	1324	3.444e-44	86.66666666666667	inside
Cluster4185	UELU01011318.1:86-671(-):Megastigmus_dorsalis	86	671	2.014e-25	Gypsy5-NVi_env#LTR/Gypsy	315	890	1.178e-40	60.85470085470085	right
Cluster4185	UELU01089800.1:510-1448(+):Megastigmus_dorsalis	510	1448	2.6620000000000003e-25	Gypsy-6_AEc_env#LTR/Gypsy	526	1098	2.758e-42	60.98081023454158	inside
Cluster4185	UELU01144610.1:4-595(-):Megastigmus_dorsalis	4	595	2.95e-25	Gypsy-17_PBa_pol#LTR/Gypsy	60	1076	1.068e-89	90.52453468697124	right
Cluster4185	UELU01117296.1:899-1502(-):Megastigmus_dorsalis	899	1502	1.178e-24	Gypsy-7_PBa_env#LTR/Gypsy	1142	1423	1.5609999999999998e-22	46.60033167495854	inside
Cluster4185	UELU01095115.1:29-587(+):Megastigmus_dorsalis	29	587	3.347e-24	Gypsy-6_AEc_env#LTR/Gypsy	30	590	8.147e-42	99.82078853046595	right
Cluster4185	UELU01119773.1:3-966(+):Megastigmus_dorsalis	3	966	5.562e-23	Gypsy-19_PBa_env#LTR/Gypsy	37	288	9.445e-19	26.064382139148496	inside
Cluster4185	UELU01119773.1:3-966(+):Megastigmus_dorsalis	3	966	5.562e-23	Gypsy-17_PBa_env#LTR/Gypsy	574	960	9.285e-31	40.083073727933545	inside
Cluster4185	UELU01034101.1:2-536(+):Megastigmus_dorsalis	2	536	7.872e-23	Gypsy-19_PBa_env#LTR/Gypsy	3	512	3.3040000000000003e-34	95.31835205992509	inside
Cluster4185	UELU01121983.1:2296-2884(+):Megastigmus_dorsalis	2296	2884	1.069e-22	Gypsy-19_PBa_env#LTR/Gypsy	2369	2884	8.934e-33	87.58503401360545	inside
Cluster4185	UELU01121983.1:2296-2884(+):Megastigmus_dorsalis	2296	2884	1.069e-22	Gypsy-19_PBa_env#LTR/Gypsy	2369	2884	8.934e-33	87.58503401360545	right
Cluster4185	UELU01148060.1:4824-5463(+):Megastigmus_dorsalis	4824	5463	6.399e-22	Gypsy-19_PBa_env#LTR/Gypsy	4828	5304	4.807e-46	74.49139280125195	inside
Cluster4185	UELU01093353.1:1-747(+):Megastigmus_dorsalis	1	747	9.49e-22	Gypsy5-NVi_env#LTR/Gypsy	11	478	7.659999999999998e-41	62.60053619302949	inside
Cluster4185	UELU01093353.1:1-747(+):Megastigmus_dorsalis	1	747	9.49e-22	Gypsy5-NVi_env#LTR/Gypsy	484	747	3.576e-20	35.25469168900804	inside
Cluster4185	UELU01004962.1:49-909(-):Megastigmus_dorsalis	49	909	1.3270000000000001e-21	Gypsy-6_AEc_env#LTR/Gypsy	2	514	3.336e-36	54.06976744186046	left
Cluster4185	UELU01111501.1:1-1269(+):Megastigmus_dorsalis	1	1269	2.191e-21	Gypsy-19_PBa_env#LTR/Gypsy	559	1269	1.072e-57	55.99369085173501	inside
Cluster4185	UELU01111501.1:1-1269(+):Megastigmus_dorsalis	1	1269	2.191e-21	Gypsy-19_PBa_env#LTR/Gypsy	559	1269	1.072e-57	55.99369085173501	right
Cluster4185	UELU01142328.1:7347-7890(+):Megastigmus_dorsalis	7347	7890	1.2970000000000001e-20	Gypsy-9_PBa_env#LTR/Gypsy	7372	7890	3.425e-34	95.39594843462247	inside
Cluster4185	UELU01142328.1:7347-7890(+):Megastigmus_dorsalis	7347	7890	1.2970000000000001e-20	Gypsy-9_PBa_env#LTR/Gypsy	7372	7890	3.425e-34	95.39594843462247	right
Cluster4185	UELU01033968.1:5-853(+):Megastigmus_dorsalis	5	853	6.262000000000001e-20	Gypsy5-NVi_env#LTR/Gypsy	9	494	1.32e-35	57.193396226415096	inside
Cluster4185	UELU01147377.1:870-1383(+):Megastigmus_dorsalis	870	1383	8.195000000000001e-20	Gypsy-19_PBa_env#LTR/Gypsy	871	1374	1.306e-33	98.05068226120858	inside
Cluster4185	UELU01126317.1:297-846(-):Megastigmus_dorsalis	297	846	1.231e-19	Gypsy5-NVi_env#LTR/Gypsy	521	1039	3.3940000000000003e-34	59.19854280510018	right
Cluster4185	UELU01116150.1:1883-2465(+):Megastigmus_dorsalis	1883	2465	2.398e-19	Gypsy5-NVi_env#LTR/Gypsy	1890	2423	1.393e-34	91.5807560137457	inside
Cluster4185	UELU01074165.1:1-520(+):Megastigmus_dorsalis	1	520	3.065e-19	Gypsy5-NVi_env#LTR/Gypsy	2	499	2.3199999999999997e-34	95.76107899807322	inside
Cluster4185	UELU01000330.1:2011-2539(-):Megastigmus_dorsalis	2011	2539	4.636e-19	Gypsy-26_NVi_pol#LTR/Gypsy	2274	3653	6.694e-121	50.189393939393945	right
Cluster4185	UELU01129702.1:5019-5580(-):Megastigmus_dorsalis	5019	5580	6.657e-19	Gypsy-17_PBa_env#LTR/Gypsy	4886	5398	1.7949999999999998e-27	67.5579322638146	left
Cluster4185	UELU01025296.1:2-467(+):Megastigmus_dorsalis	2	467	1.064e-18	Gypsy-19_PBa_env#LTR/Gypsy	3	467	2.811e-42	99.78494623655914	inside
Cluster4185	UELU01025296.1:2-467(+):Megastigmus_dorsalis	2	467	1.064e-18	Gypsy-19_PBa_env#LTR/Gypsy	3	467	2.811e-42	99.78494623655914	right
Cluster4185	UELU01014733.1:34-598(+):Megastigmus_dorsalis	34	598	4.441e-18	Gypsy-19_PBa_env#LTR/Gypsy	131	598	5.395e-34	82.80141843971631	inside
Cluster4185	UELU01014733.1:34-598(+):Megastigmus_dorsalis	34	598	4.441e-18	Gypsy-19_PBa_env#LTR/Gypsy	131	598	5.395e-34	82.80141843971631	right
Cluster4185	UELU01100904.1:961-1531(-):Megastigmus_dorsalis	961	1531	6.45e-18	Gypsy-6_AEc_env#LTR/Gypsy	815	1363	2.538e-34	70.52631578947368	left
Cluster4185	UELU01099437.1:8439-8943(+):Megastigmus_dorsalis	8439	8943	1.5e-17	Gypsy5-NVi_env#LTR/Gypsy	8440	8943	1.418e-39	99.8015873015873	inside
Cluster4185	UELU01099437.1:8439-8943(+):Megastigmus_dorsalis	8439	8943	1.5e-17	Gypsy5-NVi_env#LTR/Gypsy	8440	8943	1.418e-39	99.8015873015873	right
Cluster4185	UELU01021299.1:265-829(+):Megastigmus_dorsalis	265	829	2.512e-16	Gypsy-19_PBa_env#LTR/Gypsy	338	820	5.497e-34	85.46099290780141	inside
Cluster4185	UELU01141676.1:5886-6402(+):Megastigmus_dorsalis	5886	6402	5.287e-16	Gypsy-9_PBa_env#LTR/Gypsy	5923	6402	3.568e-34	92.82945736434108	inside
Cluster4185	UELU01141676.1:5886-6402(+):Megastigmus_dorsalis	5886	6402	5.287e-16	Gypsy-9_PBa_env#LTR/Gypsy	5923	6402	3.568e-34	92.82945736434108	right
Cluster4185	UELU01140731.1:1819-2362(+):Megastigmus_dorsalis	1819	2362	1.562e-14	Gypsy-19_PBa_env#LTR/Gypsy	1820	2203	5.279e-33	70.5340699815838	inside
Cluster4185	UELU01020615.1:199-676(+):Megastigmus_dorsalis	199	676	1.993e-14	Gypsy5-NVi_env#LTR/Gypsy	200	649	5.299e-28	94.12997903563941	inside
Cluster4185	UELU01021035.1:143-677(+):Megastigmus_dorsalis	143	677	2.654e-14	Gypsy-6_AEc_env#LTR/Gypsy	198	677	9.487e-42	89.70037453183521	inside
Cluster4185	UELU01021035.1:143-677(+):Megastigmus_dorsalis	143	677	2.654e-14	Gypsy-6_AEc_env#LTR/Gypsy	198	677	9.487e-42	89.70037453183521	right
Cluster4185	UELU01104847.1:1-520(+):Megastigmus_dorsalis	1	520	3.111e-14	Gypsy-19_PBa_env#LTR/Gypsy	2	361	2.834e-32	69.17148362235068	inside
Cluster4185	UELU01018418.1:71-629(-):Megastigmus_dorsalis	71	629	8.488e-14	Gypsy-19_PBa_env#LTR/Gypsy	34	411	9.781e-32	60.93189964157706	left
Cluster4185	UELU01109441.1:5-515(+):Megastigmus_dorsalis	5	515	1.829e-13	Gypsy5-NVi_env#LTR/Gypsy	15	473	3.537e-32	89.80392156862746	inside
Cluster4185	UELU01013405.1:1000-1513(+):Megastigmus_dorsalis	1000	1513	2.572e-13	Gypsy5-NVi_env#LTR/Gypsy	1004	1540	2.4749999999999997e-53	99.22027290448344	right
Cluster4185	UELU01082975.1:1003-1495(+):Megastigmus_dorsalis	1003	1495	7.193e-13	Gypsy-24_NVi_env#LTR/Gypsy	1034	1492	5.576e-57	93.08943089430895	inside
Cluster4185	UELU01130349.1:21-549(-):Megastigmus_dorsalis	21	549	1.912e-12	Gypsy-9_PBa_2p#LTR/Gypsy	3	470	2.368e-45	85.03787878787878	left
Cluster4185	UELU01104422.1:7040-7915(+):Megastigmus_dorsalis	7040	7915	4.558e-12	Gypsy-19_PBa_env#LTR/Gypsy	7077	7757	6.719999999999998e-29	77.71428571428571	inside
Cluster4185	UELU01032819.1:1-511(-):Megastigmus_dorsalis	1	511	7.557e-12	Gypsy-6_AEc_env#LTR/Gypsy	186	653	1.531e-38	63.725490196078425	right
Cluster4185	UELU01083765.1:0-504(-):Megastigmus_dorsalis	0	504	1.325e-11	Gypsy-9_PBa_2p#LTR/Gypsy	3	422	3.906e-41	83.13492063492063	inside
Cluster4185	UELU01115214.1:996-1467(+):Megastigmus_dorsalis	996	1467	4.503e-11	Gypsy5-NVi_env#LTR/Gypsy	997	1467	7.663e-45	99.78768577494692	inside
Cluster4185	UELU01115214.1:996-1467(+):Megastigmus_dorsalis	996	1467	4.503e-11	Gypsy5-NVi_env#LTR/Gypsy	997	1467	7.663e-45	99.78768577494692	right
Cluster4185	UELU01101577.1:0-504(-):Megastigmus_dorsalis	0	504	4.569e-11	Gypsy-17_PBa_pol#LTR/Gypsy	2	226	6.868e-23	44.44444444444444	inside
Cluster4185	UELU01071615.1:0-504(-):Megastigmus_dorsalis	0	504	1.156e-10	Gypsy-6_AEc_env#LTR/Gypsy	179	634	2.317e-30	64.48412698412699	right
Cluster4185	UELU01143171.1:4758-5891(+):Megastigmus_dorsalis	4758	5891	1.446e-10	Gypsy-11_SI_env#LTR/Gypsy	4759	5181	6.009e-42	37.246248896734336	inside
Cluster4185	UELU01143171.1:4758-5891(+):Megastigmus_dorsalis	4758	5891	1.446e-10	Gypsy5-NVi_env#LTR/Gypsy	5217	5891	1.053e-77	59.48808473080318	inside
Cluster4185	UELU01143171.1:4758-5891(+):Megastigmus_dorsalis	4758	5891	1.446e-10	Gypsy5-NVi_env#LTR/Gypsy	5217	5891	1.053e-77	59.48808473080318	right
Cluster4185	UELV01169117.1:473-1547(-):Megastigmus_stigmatizans	473	1547	8.533999999999999e-73	Gypsy-18_NVi_pol#LTR/Gypsy	587	1759	7.926e-113	89.3854748603352	right
Cluster4185	UELV01147715.1:1-1207(-):Megastigmus_stigmatizans	1	1207	1.161e-67	Gypsy-24_NVi_env#LTR/Gypsy	0	1205	6.518e-152	99.83416252072969	left
Cluster4185	UELV01172967.1:295-1687(+):Megastigmus_stigmatizans	295	1687	1.341e-65	Gypsy-19_PBa_env#LTR/Gypsy	314	1618	4.246e-102	93.67816091954023	inside
Cluster4185	UELV01170708.1:2444-3299(+):Megastigmus_stigmatizans	2444	3299	6.677e-59	Gypsy5-NVi_env#LTR/Gypsy	2499	3299	2.28e-123	93.56725146198829	inside
Cluster4185	UELV01170708.1:2444-3299(+):Megastigmus_stigmatizans	2444	3299	6.677e-59	Gypsy5-NVi_env#LTR/Gypsy	2499	3299	2.28e-123	93.56725146198829	right
Cluster4185	UELV01170708.1:3548-4361(+):Megastigmus_stigmatizans	3548	4361	1.752e-49	Gypsy5-NVi_env#LTR/Gypsy	3549	4379	5.689e-96	99.87699876998771	right
Cluster4185	UELV01136718.1:0-1335(+):Megastigmus_stigmatizans	0	1335	7.055e-55	Gypsy-19_PBa_env#LTR/Gypsy	1	1248	8.846999999999999e-93	93.40823970037452	inside
Cluster4185	UELV01118871.1:0-717(+):Megastigmus_stigmatizans	0	717	2.8070000000000007e-50	Gypsy5-NVi_env#LTR/Gypsy	4	717	8.242e-71	99.442119944212	inside
Cluster4185	UELV01118871.1:0-717(+):Megastigmus_stigmatizans	0	717	2.8070000000000007e-50	Gypsy5-NVi_env#LTR/Gypsy	4	717	8.242e-71	99.442119944212	right
Cluster4185	UELV01159587.1:4-1006(-):Megastigmus_stigmatizans	4	1006	3.677e-50	Gypsy-19_PBa_env#LTR/Gypsy	36	980	3.72e-80	94.2115768463074	inside
Cluster4185	UELV01148132.1:2-1031(+):Megastigmus_stigmatizans	2	1031	1.091e-48	Gypsy-19_PBa_env#LTR/Gypsy	12	1031	1.113e-78	99.02818270165209	inside
Cluster4185	UELV01148132.1:2-1031(+):Megastigmus_stigmatizans	2	1031	1.091e-48	Gypsy-19_PBa_env#LTR/Gypsy	12	1031	1.113e-78	99.02818270165209	right
Cluster4185	UELV01022101.1:1130-1979(+):Megastigmus_stigmatizans	1130	1979	7.043e-44	Gypsy-24_NVi_env#LTR/Gypsy	1128	1973	3.099e-107	99.29328621908127	left
Cluster4185	UELV01182277.1:5592-6510(+):Megastigmus_stigmatizans	5592	6510	3.0709999999999996e-39	Gypsy-19_PBa_env#LTR/Gypsy	5662	6513	9.971e-59	92.37472766884531	right
Cluster4185	UELV01170747.1:1085-1925(+):Megastigmus_stigmatizans	1085	1925	2.197e-38	Gypsy-19_PBa_env#LTR/Gypsy	1104	1919	5.824e-61	97.02380952380952	inside
